amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	price-designation	customized-url	customized-page 
111-6155656-8022667		2023-02-28T05:29:31+00:00	2023-02-28T05:59:27+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	16.65	1.48							SUNNYSIDE	NY	11104-4462	US		false		https://zme-caps.amazon.com/t/TAe6bd59xgI8/6JTBOU4noiiwSzVBhPfp2mKVfj6xd4p6F-_KBCRQSho/19	https://a.co/hbcO15T
114-0224970-4388219		2023-02-28T05:28:13+00:00	2023-02-28T05:57:12+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	22.65	1.59	7.99						NAVARRE	FL	32566-7560	US		false		https://zme-caps.amazon.com/t/M2cZIo7JjZPj/TuN_gbGM9rcgDbzyQbG8jR4qdwN_114xdsvXasKCdvQ/19	https://a.co/1K5Fe9m
112-2436020-5652207		2023-02-28T05:16:54+00:00	2023-02-28T05:47:32+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Unshipped	1	USD	79.99	6.6							HOUSTON	TX	77088-7020	US		false			
111-3786848-4057839		2023-02-28T05:12:40+00:00	2023-02-28T05:46:28+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Silver Dinnerware Set - 200 White and Silver Plastic Plates - Set of 300 Silver Plastic Silverware - 100 Silver Plastic Cups - Silver Dinnerware Set for Party or Wedding up to 100 Guests	SE201S-MF	B07RDN5TR8	1	Unshipped	1	USD	78.99	8.1							WHITTIER	CA	90603	US		false			
114-9624095-6282621		2023-02-28T05:09:18+00:00	2023-02-28T05:41:50+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Unshipped	1	USD	79.99	6.6							PASADENA	TX	77502-2563	US		false			
113-3838779-4072230		2023-02-28T04:55:13+00:00	2023-02-28T05:31:02+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Rose Gold Dinnerware Set - 200 White and Rose Gold Plastic Plates - Set of 300 Rose Gold Plastic Silverware - 100 Plastic Cups - Disposable Rose Gold Dinnerware Set for Party - 100 Guests	SE201RG-MF	B07XDF72J4	1	Unshipped	1	USD	83.99	8.19							COLLIERVILLE	TN	38017-9797	US		false			
114-3290842-5168248		2023-02-28T04:40:36+00:00	2023-02-28T05:10:58+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Cursive Letter Balloons - Custom Script Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	XCURSIVELETTERS	B09CW233GB	1	Unshipped	1	USD	25.68	1.8							LEXINGTON	NC	27295-6499	US		false		https://zme-caps.amazon.com/t/qhgtwFBknC2j/OJkIqctSx9S_16WDKq7MMOZrBxgoODdNcZBbMNiv2bg/19	https://a.co/8t6v7LS
112-0679930-9653044		2023-02-28T04:39:24+00:00	2023-02-28T05:10:31+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	15.65	0.98							MEDFIELD	MA	02052-3149	US		false		https://zme-caps.amazon.com/t/ZZJY3Vy0MZQl/706u0OLhOibux8dQASo2UKkKjl_hmPPgy7LwYUltyL0/19	https://a.co/ikJAqKY
111-6321341-9297819		2023-02-28T04:24:28+00:00	2023-02-28T04:54:12+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	19.65	1.42	7.99	0.58					CHICO	CA	95973-5812	US		false		https://zme-caps.amazon.com/t/dCSImq3PDrUJ/vi_yBLy_8PU7dls3mFtiTBhsdal3X9geG9pc9bl3NiY/19	https://a.co/cpCkFg1
114-3733437-3785831		2023-02-28T03:59:34+00:00	2023-02-28T04:35:54+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	16.65	1.33							LYONS	GA	30436-5741	US		false		https://zme-caps.amazon.com/t/WlflR7Qtltp9/uXOdGrBOFwk5X6cquRLCdJDGjVZtHEZ484IiRb77t_U/19	https://a.co/2fTEUIG
112-1380355-0177046		2023-02-28T03:45:33+00:00	2023-02-28T04:16:16+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	10	USD	17.6	1.6							HOWARD BEACH	NY	11414-2849	US		false		https://zme-caps.amazon.com/t/MPySCPJ7NFGd/uUJ4igYVuw-_yMv-st2NOKYn79p2X4ovawfQDIfiHAs/19	https://a.co/do3HC9G
112-4723366-1039468		2023-02-28T03:30:36+00:00	2023-02-28T03:57:12+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Cursive Letter Balloons - Happy Birthday with Custom Name 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	XCURSIVEHBDCUSTOMNAME	B09FYD41D5	1	Unshipped	1	USD	26.98	2.5							Knoxville	TN	37922	US		false		https://zme-caps.amazon.com/t/ddv6WHansq1P/ZcPrGLlhUaQlqCldAUuTzoUUGe6uyAhB9Vq5tVHgr-k/19	https://a.co/dpROk53
113-4562337-5124231		2023-02-28T03:28:44+00:00	2023-02-28T05:29:33+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Shipped	2	USD	159.98	16.4							CHICAGO	IL	60616-3029	US		false			
111-1175523-9803451		2023-02-28T03:26:12+00:00	2023-02-28T03:57:23+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	27.65	1.66							BLUFFTON	SC	29909-7871	US		false		https://zme-caps.amazon.com/t/zdj0BWdndgWK/LneYlR5L_fFzUVLcoQWa03_e-VlZcYnblG0EbnUoR-8/19	https://a.co/1KXUpz4
113-1384128-4777064	113-1384128-4777064	2023-02-28T03:24:21+00:00	2023-02-28T03:24:26+00:00	Pending	Amazon	Amazon.com			SecondDay	Third Floor Umbrellas Compact Lightweight 46 Inch Automatic Open and Close 210T Teflon 10-Panel Folding Sturdy Travel Windproof Umbrella with Safe Loc	AM-LDJU-QNAP	B078KRKQ9K		Unshipped	1	USD	8.99								SAN FRANCISCO	CA	94103-1449	US		false			
112-9673505-2160213		2023-02-28T03:06:07+00:00	2023-02-28T06:10:50+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Silver Dinnerware Set - 200 White and Silver Plastic Plates - Set of 300 Silver Plastic Silverware - 100 Silver Plastic Cups - Silver Dinnerware Set for Party or Wedding up to 100 Guests	SE201S-MF	B07RDN5TR8	1	Shipped	1	USD	78.99	6.32							STONE MOUNTAIN	GA	30083-6778	US		true	Business Price		
114-5373559-9528237		2023-02-28T02:58:06+00:00	2023-02-28T03:29:35+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	15.65	1.17							CHAPEL HILL	NC	27517-7595	US		false		https://zme-caps.amazon.com/t/wzWlkJDxG7HZ/oxXKUibwtKG2VNFrtlpXE64wPy0swMJZppn_aXvkJVA/19	https://a.co/8R7wJn0
111-4251200-5311444		2023-02-28T02:44:46+00:00	2023-02-28T03:15:53+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	25.65	1.35							EDMOND	OK	73034-1222	US		false		https://zme-caps.amazon.com/t/IYvuz6fYRJjw/bDLfTfQ3KEBEKBo70_fTCGQvVMvXDg9kv7twyaAMzmI/19	https://a.co/26fXdhw
111-9887092-0591425	111-9887092-0591425	2023-02-28T02:44:09+00:00	2023-02-28T05:48:54+00:00	Pending	Amazon	Amazon.com			SecondDay	Third Floor Umbrellas Compact Lightweight 46 Inch Automatic Open and Close 210T Teflon 10-Panel Folding Sturdy Travel Windproof Umbrella with Safe Loc	AM-LDJU-QNAP	B078KRKQ9K		Unshipped	1	USD	8.99								STAFFORD	VA	22554-5121	US		false			
112-8916327-4293023		2023-02-28T02:37:24+00:00	2023-02-28T03:08:35+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	30.65	1.84							PHILADELPHIA	PA	19146-1966	US		false		https://zme-caps.amazon.com/t/lvjkWJ3zEN7O/ed2_4Ce8RrNW12ViXb979J2lZgkQvHB2Xl-Tecp5tTc/19	https://a.co/hb3G955
113-4604030-8623419		2023-02-28T02:37:02+00:00	2023-02-28T03:06:48+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Cursive Letter Balloons - Custom Script Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	XCURSIVELETTERS	B09CW233GB	1	Unshipped	1	USD	16.68	1.38							DALLAS	TX	75204-0081	US		false		https://zme-caps.amazon.com/t/MRd9LM3nlMTt/T7sua5NdzihS-5b9ClvDIeGJ_z1z1CUmS9Km7b_PXTk/19	https://a.co/d25RPSi
114-7574548-5714658		2023-02-28T02:32:48+00:00	2023-02-28T03:03:04+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Unshipped	1	USD	20.65	1.81							GARDEN GROVE	CA	92841-5014	US		false		https://zme-caps.amazon.com/t/vLWXqw4WubZb/D3NnCIGwmU9XZNMF__8YDa8yiQWCFQurDzWGPEy-NkA/19	https://a.co/igPnJT2
111-7435856-8058637		2023-02-28T01:56:17+00:00	2023-02-28T02:49:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Silver Dinnerware Set - 200 White and Silver Plastic Plates - Set of 300 Silver Plastic Silverware - 100 Silver Plastic Cups - Silver Dinnerware Set for Party or Wedding up to 100 Guests	SE201S-MF	B07RDN5TR8	1	Shipped	1	USD	78.99	7.5							CLARKSVILLE	AR	72830-2632	US		false			
111-0395943-7970628		2023-02-28T01:40:19+00:00	2023-02-28T02:49:58+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Silver Dinnerware Set - 200 White and Silver Plastic Plates - Set of 300 Silver Plastic Silverware - 100 Silver Plastic Cups - Silver Dinnerware Set for Party or Wedding up to 100 Guests	SE201S-MF	B07RDN5TR8	1	Shipped	1	USD	78.99	4.94							LAWRENCE	MA	01840-1003	US		false			
113-4525018-5851408		2023-02-28T01:28:56+00:00	2023-02-28T01:58:52+00:00	Pending	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Unshipped	1	USD	79.99	5.4							TABOR CITY	NC	28463-8952	US		false			
113-9142585-3241051	113-9142585-3241051	2023-02-28T01:22:17+00:00	2023-02-28T01:23:51+00:00	Pending	Amazon	Amazon.com			SecondDay	Third Floor Umbrellas Compact Lightweight 46 Inch Automatic Open and Close 210T Teflon 10-Panel Folding Sturdy Travel Windproof Umbrella with Safe Loc	AM-LDJU-QNAP	B078KRKQ9K		Unshipped	1	USD	8.99								NASHVILLE	TN	37203-5783	US		false			
111-9833606-7647452		2023-02-28T01:20:31+00:00	2023-02-28T02:04:34+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	1.18							ALEXANDRIA	VA	22305-2721	US		false		https://zme-caps.amazon.com/t/Ifjd7gKqeQJ4/Oj2JbhGOdfDGdHvXXFjdRhvvH93lOAs5IfTnnDVxJQ0/19	https://a.co/7mrDTO7
114-0666679-2593045		2023-02-28T01:01:41+00:00	2023-02-28T02:03:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Shipped	1	USD	79.99	5.8							WENDELL	NC	27591-9519	US		false			
112-7105059-1857842		2023-02-28T00:52:43+00:00	2023-02-28T02:04:46+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Cursive Letter Balloons - Custom Script Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	36.68	2.02							RIVERTON	WY	82501-3544	US		false		https://zme-caps.amazon.com/t/1MKg1MtqXj16/bakEG41upUgT7Rqioypilp-iKa4gqjKe53uP_173q6U/19	https://a.co/hbASNGD
111-3446224-6325815		2023-02-28T00:52:00+00:00	2023-02-28T02:03:51+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Rose Gold Dinnerware Set - 200 White and Rose Gold Plastic Plates - Set of 300 Rose Gold Plastic Silverware - 100 Plastic Cups - Disposable Rose Gold Dinnerware Set for Party - 100 Guests	SE201RG-MF	B07XDF72J4	1	Shipped	1	USD	83.99	7.77							NASHVILLE	TN	37218-1023	US		false			
113-1613962-7942621		2023-02-28T00:51:12+00:00	2023-02-28T02:03:00+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Shipped	1	USD	79.99	5.08							WETHERSFIELD	CT	06109-3037	US		false			
112-0011050-4701858		2023-02-28T00:46:16+00:00	2023-02-28T02:04:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	20.65								MUSKEGO	WI	53150-8618	US		true		https://zme-caps.amazon.com/t/1RV1EkWPvlet/qR27x7zhzNZWYB26XDXdeSeju1mVnA_-5S_NwlZGtg0/19	https://a.co/fzpmnr2
112-9221778-4745826		2023-02-28T00:39:03+00:00	2023-02-28T02:02:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Gold Dinnerware Set - 200 White and Gold Plastic Plates - Set of 300 Gold Plastic Silverware - 100 Gold Plastic Cups - Disposable Gold Dinnerware Set for Party or Wedding up to 100 Guests	SE201G-MF	B07RKZDLWQ	1	Shipped	1	USD	79.99	4.8							ARNOLD	MD	21012-1831	US		false			
114-0822939-0805039		2023-02-28T00:34:14+00:00	2023-02-28T02:04:38+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	20.65	1.7							FORT WORTH	TX	76132-3871	US		false		https://zme-caps.amazon.com/t/BkTHrzVa51KE/V_9UTR7btyrdWICUaZloFYShOMxazf_A7kMY0UZyw28/19	https://a.co/2fBd4kx
112-7973463-0985032		2023-02-28T00:27:14+00:00	2023-02-28T00:38:21+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1		0										WYOMISSING	PA	19610-1849	US		false		https://zme-caps.amazon.com/t/sb0cktX0Ymez/UCw_RFfxrq0Dg0qWso-INk7Zd3F20MSOK-45yi3KecI/19	https://a.co/8QDomjt
114-6868472-4441062	114-6868472-4441062	2023-02-28T00:26:40+00:00	2023-02-28T00:26:46+00:00	Pending	Amazon	Amazon.com			Standard	Third Floor Umbrellas Compact Lightweight 46 Inch Automatic Open and Close 210T Teflon 10-Panel Folding Sturdy Travel Windproof Umbrella with Safe Loc	AM-LDJU-QNAP	B078KRKQ9K		Unshipped	1	USD	8.99								MOORPARK	CA	93021-2159	US		false			
113-5066203-7968267	113-5066203-7968267	2023-02-28T00:16:28+00:00	2023-02-28T00:16:34+00:00	Pending	Amazon	Amazon.com			Expedited	Third Floor Umbrellas Compact Lightweight 46 Inch Automatic Open and Close 210T Teflon 10-Panel Folding Sturdy Travel Windproof Umbrella with Safe Loc	AM-LDJU-QNAP	B078KRKQ9K		Unshipped	1	USD	8.99								LA PUENTE	CA	91744-5156	US		false			
111-6094182-3085006		2023-02-28T00:12:57+00:00	2023-02-28T00:55:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Rose Gold Dinnerware Set - 200 White and Rose Gold Plastic Plates - Set of 300 Rose Gold Plastic Silverware - 100 Plastic Cups - Disposable Rose Gold Dinnerware Set for Party - 100 Guests	SE201RG-MF	B07XDF72J4	1	Shipped	1	USD	83.99	6.3							TAMPA	FL	33625-5694	US		false			
111-7650059-7824253		2023-02-28T00:11:06+00:00	2023-02-28T02:05:43+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.08							OWATONNA	MN	55060-2717	US		false		https://zme-caps.amazon.com/t/cuqDa4kylg8c/SjaXWgpYP3WpOfu9Ud5ZP3xB_lcR8BoAcqbncORkhDo/19	https://a.co/j8qRvZZ
112-6076052-3450628		2023-02-28T00:00:38+00:00	2023-02-28T02:04:41+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	28.65	2.29							FAIRPORT	NY	14450-9369	US		false		https://zme-caps.amazon.com/t/yuq03dIkDMJR/bx1SQdtGukt9MDRUh-XJCR6ddQ_8NYC_ffIIRmC_zoc/19	https://a.co/b0gOOhK
114-2161246-2541807	114-2161246-2541807	2023-02-27T23:46:19+00:00	2023-02-27T23:46:27+00:00	Pending	Amazon	Amazon.com			Expedited	Third Floor Umbrellas Compact Lightweight 46 Inch Automatic Open and Close 210T Teflon 10-Panel Folding Sturdy Travel Windproof Umbrella with Safe Loc	AM-LDJU-QNAP	B078KRKQ9K		Unshipped	1	USD	8.99								Kenosha	WI	53140	US		false			
111-9110426-5049842		2023-02-27T23:41:01+00:00	2023-02-28T00:29:46+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	2	USD	57.3	4.44	7.99	0.62					NEWPORT BEACH	CA	92660-6310	US		false		https://zme-caps.amazon.com/t/4etJpyuFz2Ig/5MJtS6cWpSeRWe9jNX4Txgh6OAUFdcZZRiUYL1hTV54/19	https://a.co/0yEIbYS
114-0669069-5071437		2023-02-27T23:34:21+00:00	2023-02-28T00:45:31+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Silver Dinnerware Set - 200 White and Silver Plastic Plates - Set of 300 Silver Plastic Silverware - 100 Silver Plastic Cups - Silver Dinnerware Set for Party or Wedding up to 100 Guests	SE201S-MF	B07RDN5TR8	1	Shipped	1	USD	78.99	5.13							BONITA SPRINGS	FL	34135-5010	US		false			
111-1034545-0999438		2023-02-27T23:24:15+00:00	2023-02-28T00:44:36+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	600 Piece Rose Gold Dinnerware Set - 200 White and Rose Gold Plastic Plates - Set of 300 Rose Gold Plastic Silverware - 100 Plastic Cups - Disposable Rose Gold Dinnerware Set for Party - 100 Guests	SE201RG-MF	B07XDF72J4	1	Shipped	1	USD	83.99								MILLSBORO	DE	19966-1810	US		false			
114-3947756-4885044		2023-02-27T23:22:47+00:00	2023-02-28T00:29:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	Letter Balloons - Custom Phrase 16" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1.0							BLOOMSBURG	PA	17815-1906	US		false		https://zme-caps.amazon.com/t/aH7GBkjZlxiz/bWmCa9mTZT9wov4CA80Q3JDMskb6mSsk7QrYS145VUQ/19	https://a.co/hzKE9Zb
